suff,amInd,asian,black,hispanic,white,occurences
roh,0.00266197767734,0.00509433631584,0.00259976016973,0.0100583617747,0.964479955724,10841
roi,0.0,0.0,0.0,0.0261,0.9575,1036
osz,0.00107042162162,0.00130062702703,0.0,0.0129986810811,0.973201902703,4625
rom,0.00384819868566,0.00911447249331,0.00678216000315,0.0145471971903,0.950923762396,101648
roa,0.00247249933564,0.00954127956418,0.0092161825671,0.919396866862,0.0539369505714,75260
roc,0.0,0.0,0.0,0.019,0.9638,525
rog,0.0,0.0172535303777,0.0,0.0237912972085,0.94334729064,1218
osi,0.0,0.00189162427541,0.00154291967349,0.0210626049923,0.961774624394,8453
lli,0.000582054278151,0.00515535816846,0.00579522772133,0.0378699344464,0.933780849491,151479
rou,0.0,0.0,0.0,0.0,0.9329,477
vet,0.0044,0.0033,0.0148,0.0312,0.9393,1829
vez,0.0104423341016,0.00987269278669,0.0025557682122,0.915538240501,0.0569569611253,209571
vee,0.0,0.0,0.0,0.00571857482185,0.966746128266,2105
vec,0.00274200601257,0.00135640885488,0.00192522547144,0.0117756490844,0.972922355835,3659
veo,0.0044,0.0051,0.0038,0.914,0.0601,1581
vek,0.0,0.00530565371025,0.0,0.016795229682,0.952292226148,1132
lre,0.0,0.0,0.0,0.0128,0.9523,545
lry,0.0,0.0,0.0,0.0,0.9839,435
erp,0.0,0.007,0.0,0.0235,0.9468,1279
hme,0.0,0.00587264770241,0.0,0.022252297593,0.935826695842,2742
dil,0.0,0.0,0.0,0.0109,0.9739,459
did,0.0,0.0161,0.0138,0.0,0.9424,434
gui,0.00151254105703,0.00644699910421,0.00114034040012,0.914204195282,0.0722046655718,13396
gur,0.0,0.0,0.0,0.0131,0.9629,458
gut,0.0,0.0,0.0125,0.0113,0.9643,1596
ruk,0.0,0.00304101265823,0.0,0.00454015189873,0.975697518987,1975
hto,0.0068,0.0062,0.0062,0.015,0.9549,1462
tny,0.00238255366671,0.00324062538777,0.00188103983124,0.0122953964512,0.971665405137,8059
ruh,0.0038,0.0027,0.0029,0.0108,0.9725,7296
hti,0.0102,0.0,0.0,0.0153,0.9506,1761
dew,0.0,0.0,0.0079,0.0181,0.9569,882
zzy,0.0102,0.0068,0.0051,0.0229,0.9483,1180
oes,0.000856530437268,0.00284815661618,0.0177213203773,0.0268614889969,0.915135753072,6998
oep,0.0,0.0,0.0,0.0,0.9639,471
erb,0.0023,0.0058,0.0222,0.0116,0.9501,3107
oew,0.0029,0.0188,0.0074,0.016,0.944,1751
ngg,0.0,0.0,0.0,0.0211536290323,0.95761875,992
rud,0.0,0.0084212987013,0.0,0.0162207792208,0.960378441558,1540
ydt,0.0,0.00648795472918,0.0,0.00486596604689,0.9806065481,1237
oet,0.0,0.0,0.0,0.0152,0.9646,396
box,0.0,0.0069,0.0,0.0059,0.9706,2038
zzo,0.00153948626789,0.00295234023642,0.00150164074305,0.0297437792196,0.952055676829,56255
ekh,0.0,0.9117,0.0,0.0047,0.024,2129
bot,0.00511670167064,0.00662539379475,0.0281854558473,0.019237451074,0.930007398568,20950
eka,0.9844,0.0,0.0,0.0,0.0,513
ipf,0.017,0.0,0.0,0.0,0.9603,529
ipi,0.0,0.0057,0.0,0.0138,0.9724,871
jas,0.00193767536864,0.00613279759773,0.00324296572377,0.940324809577,0.0444329806972,122884
uzy,0.0,0.0,0.0232035131744,0.0144499372647,0.945394855709,1594
oeb,0.0,0.0,0.0276,0.0186,0.9378,3119
ayl,0.0,0.0,0.0179,0.0169,0.941,1897
ayi,0.0,0.0,0.9315,0.019,0.019,788
ayd,0.0,0.0,0.0107,0.0089,0.9716,563
oef,0.0,0.031,0.0,0.0109,0.9307,548
rut,0.0,0.00922853185596,0.0,0.00739058171745,0.9667388735,1083
ksa,0.0,0.0,0.0,0.0,0.9833,479
ayr,0.0106,0.0106,0.0059,0.0294,0.9224,850
oog,0.0,0.00730376186998,0.00218743608473,0.0113211833455,0.966400986121,2738
oof,0.00747147056353,0.00311573024271,0.0190011589821,0.0140213739817,0.938197388091,11907
oob,0.0,0.0,0.0081,0.0152,0.9579,1116
ooi,0.0,0.0124922264875,0.0,0.0125092130518,0.955840882917,1042
jek,0.0,0.00698936691151,0.0,0.0154062259531,0.959421266177,2859
oop,0.00421735301215,0.0133417437465,0.0121849312314,0.0137535912491,0.933588530524,24866
oos,0.00321909206619,0.00543314806958,0.00607673737802,0.0193303818413,0.952581081884,23570
ooy,0.0,0.00643006416132,0.0,0.0119332722273,0.964283868011,1091
ooz,0.0,0.0,0.0531,0.0,0.9254,603
ulz,0.0021,0.0053,0.0024,0.0147,0.9657,23676
cay,0.00845534709193,0.00339871794872,0.0363082551595,0.0102790494059,0.926799437148,3198
ult,0.00780611327758,0.00289501386775,0.0452323045482,0.0117014316101,0.917102453444,95906
cat,0.00542559241706,0.0216900473934,0.00677582938389,0.0236869329722,0.913356127285,1477
cak,0.0,0.0,0.0,0.0,0.9291,522
uli,0.004,0.0249,0.0079,0.0407,0.9145,1767
ull,0.00729731129677,0.00467612713404,0.0557998772248,0.0166125579368,0.902206225209,137650
fle,0.00293236549957,0.00194998170062,0.0274765523972,0.0122992558253,0.938868000488,8197
jei,0.0,0.0,0.9357,0.0,0.0165,544
kye,0.0,0.0,0.9642,0.0,0.0119,503
spa,0.0,0.0,0.0,0.012,0.9707,750
nyk,0.0,0.0043,0.0,0.0051,0.9719,1173
nyo,0.0,0.0,0.0,0.00769636363636,0.962913286713,1430
ild,0.00379182535856,0.00707936904905,0.0217751386043,0.0203881463179,0.932768588044,33188
nya,0.0,0.0,0.0,0.0228,0.9612,438
nye,0.0,0.0095,0.0,0.0236,0.9539,846
maw,0.0191072916667,0.00258854166667,0.0,0.0117510416667,0.947906944444,2304
sna,0.0035,0.0035,0.0083,0.0153,0.9563,2288
may,0.00621385450771,0.00897602012297,0.030533394554,0.0129421704065,0.924602371636,12523
yla,0.00336221903396,0.00288780487805,0.0,0.0128923959828,0.965076327116,2091
mac,0.00545763039279,0.0,0.00546490663232,0.0144639407598,0.951396458467,3106
enc,0.0,0.0,0.00465833333333,0.0102125,0.962006944444,1080
hob,0.0,0.0,0.0,0.0137,0.9648,512
mak,0.0,0.0,0.00475842696629,0.0112578219533,0.967590319793,2314
maj,0.0,0.0,0.0,0.0,0.9065,535
sz,0.000694464794465,0.0022654049654,0.0,0.0147766091052,0.965464428164,17199
sy,0.00169094148878,0.00410127641005,0.0125798392669,0.0230674206335,0.94427104622,27499
sk,0.00823238964697,0.00370410333609,0.0478515029379,0.0156241797375,0.910055005746,61779
ghe,0.00215618844386,0.00343392974393,0.00247562376888,0.0187178266579,0.960898177938,6092
si,0.000642128282692,0.0173796111828,0.00279124005318,0.0299275784667,0.932217179823,103802
ghi,0.00184440366972,0.00335914373089,0.0,0.0275255963303,0.919577278287,3270
ttz,0.0,0.0,0.0842,0.0,0.9029,1164
lse,0.00473939215108,0.00610662929084,0.0401402872037,0.0216234090686,0.909979059703,10167
lsh,0.00295509603179,0.00499331570685,0.0141142346375,0.0146783382032,0.952319173308,133133
lsi,0.0,0.0,0.0,0.0121,0.9758,496
tti,0.000498805590308,0.0242471807868,0.00324176049787,0.0338488766989,0.919002712818,93519
ttl,0.0,0.0,0.0,0.0,0.985724881141,1262
hoi,0.0003,0.9646,0.0015,0.0035,0.015,36390
mbi,0.0,0.0,0.0,0.0196,0.9647,510
jia,0.0028,0.0144,0.0049,0.9325,0.0399,66534
gth,0.0,0.0,0.0,0.0213,0.9521,751
geo,0.0,0.0,0.0,0.0135,0.9595,444
hou,0.00034944955512,0.947059553612,0.00218713115166,0.00550202583823,0.0291583923993,19893
hos,0.0,0.0102800575658,0.0,0.0238608963816,0.937504152961,2432
nom,0.0,0.0,0.0,0.0,0.9705,611
tje,0.0,0.0,0.0,0.0207699266504,0.967605256724,1636
nod,0.0,0.0106,0.0,0.0177,0.9593,565
gam,0.0,0.0,0.0103,0.0563,0.9268,1066
noa,0.0,0.0,0.0,0.9617,0.028,679
umz,0.0,0.0,0.0,0.0,0.9848,461
noz,0.0028889860687,0.0089355852922,0.00298860627797,0.925720968847,0.0554385085812,118223
nou,0.0,0.0,0.0,0.0267,0.9345,412
nov,0.0,0.0,0.0,0.0107366615463,0.942141193036,3906
nop,0.00202034860154,0.0,0.0125966761248,0.00607604377787,0.965533481962,2467
ahr,0.00787313869291,0.00762321295952,0.00584233661344,0.0189802172299,0.947353314148,21544
ahs,0.00787022556391,0.00599827067669,0.00713458646617,0.0131642105263,0.951129548872,2660
gbo,0.0,0.0,0.9191,0.011,0.0165,544
ek,0.00242806484726,0.0175266475523,0.0162253555626,0.0129636221727,0.934954578953,282510
ej,0.0,0.00407990536278,0.0,0.00758719242902,0.968773817035,3170
ec,0.00147207401841,0.00116188552821,0.000405113031499,0.0161631692655,0.966769669359,31938
eb,0.00532930503979,0.00596395402299,0.0264551264368,0.0160611140584,0.927246312997,28275
ez,0.00426042107327,0.0103259385435,0.0051616429832,0.918764006467,0.0567668461177,7609317
ejl,0.0,0.0,0.0,0.0232,0.9635,603
ejo,0.00261543573478,0.0290157529074,0.00413331822987,0.906097858055,0.0520011396246,72831
bly,0.00649115523466,0.000897996389892,0.000894602888087,0.0169528158845,0.962649314079,5540
bla,0.0,0.0,0.00449669007021,0.933778435306,0.0561467903711,1994
lmy,0.0,0.0040301406564,0.012060348292,0.0140527126591,0.959127394508,1493
ovy,0.0,0.0,0.0108,0.0072,0.9519,1392
rli,0.0,0.0,0.0,0.0685821299639,0.91066633574,2216
rle,0.00472419223936,0.00474279321766,0.0332448858277,0.0221290640286,0.92207199105,45589
orr,0.0079154438883,0.00433244863014,0.0229341675448,0.0162165173867,0.934468901475,15184
orp,0.00927415894686,0.00423137493905,0.0181610190151,0.0183217942467,0.938212091663,8204
orl,0.0,0.0,0.0062,0.009,0.9641,1450
orf,0.000693857674837,0.00213302369358,0.00147792282195,0.0132574129394,0.967341809551,24437
org,0.00107049155609,0.00513835946924,0.00619987937274,0.0266709288299,0.947399155609,6632
orb,0.003375,0.00215,0.0,0.011325,0.965375,3264
zba,0.0,0.0,0.0,0.0077,0.9754,650
osu,0.0,0.0,0.9293,0.0071,0.013,849
yus,0.0,0.0,0.0241343126967,0.012570409234,0.946476495278,953
yum,0.0,0.0,0.0,0.0,0.9684,824
yun,0.0,0.945106886228,0.00425628742515,0.00174760479042,0.0302042914172,4008
onn,0.00855341569767,0.0124495594113,0.0270366824128,0.0142851426235,0.922611696039,22016
zak,0.00100143520566,0.00295209862893,0.000758854489164,0.0106282662539,0.970919352057,45220
xe,0.0,0.00459728334692,0.0119602010323,0.00867473512632,0.95785607172,3681
onz,0.0,0.0065,0.0,0.0137,0.9701,1237
zat,0.0,0.0,0.0096,0.0083,0.9705,1560
zau,0.0,0.0,0.0,0.0,0.9574,399
xt,0.0,0.0151982142857,0.0116227678571,0.0133803571429,0.945533035714,1120
iao,0.0,0.95867083028,0.0,0.00512793424772,0.0147678462988,9551
iak,0.000751994223768,0.00211920190372,0.0007662944658,0.0120068358859,0.970396995953,49167
iag,0.0,0.0,0.0,0.0112,0.9663,623
uks,0.0,0.0,0.0,0.0104,0.9753,770
iaz,0.00219231125448,0.0144547604441,0.0072744873444,0.909194049989,0.0617415891235,252655
iau,0.0,0.0,0.030295157385,0.010300968523,0.942496610169,1652
hue,0.0043291858136,0.00753646585534,0.0243129929809,0.0240941120032,0.928265532158,59409
hug,0.0,0.0105,0.0,0.006,0.9693,1337
hul,0.0,0.0,0.0,0.0,0.984272156863,1020
huh,0.00172157450797,0.00299010309278,0.00262766635426,0.0105106654171,0.974136794752,5335
hui,0.0,0.9355,0.0069,0.0192,0.02,1303
huk,0.0,0.00169711080897,0.0,0.0105569340585,0.944256526173,2942
hut,0.00178952296032,0.00153965670976,0.0,0.016032790905,0.966798506465,4486
huu,0.0,0.9695,0.0,0.0042,0.0042,1444
hup,0.0224,0.005,0.0081,0.0294,0.9203,2586
rze,0.0,0.0,0.0,0.0073,0.9746,827
rza,0.00286522614639,0.0130180106053,0.00221581346698,0.901567389164,0.0749183081811,178778
rzi,0.0,0.0,0.0,0.0475,0.9309,463
egs,0.0,0.0,0.0,0.0,0.9818,658
zsa,0.0,0.0,0.0,0.0305,0.9188,394
sai,0.00160243699321,0.929987201403,0.00143074731536,0.00393101030024,0.0250163751918,22815
sam,0.0,0.00213481228669,0.0,0.0119478668942,0.97353809727,2344
anh,0.0,0.924053450844,0.00622805362463,0.00421107249255,0.0268042701092,4028
sas,0.0016184391753,0.00879655245481,0.00198219015532,0.929582084207,0.0545623821329,47193
anz,0.00183156148148,0.00806918814815,0.0054176237037,0.053864557037,0.920373066667,33750
rmi,0.0,0.0,0.0,0.0,0.9722,575
zog,0.00156728644365,0.00398248876019,0.00572206812467,0.0155423988417,0.963983448907,13123
zos,0.0014110330993,0.00113452579962,0.00121556335674,0.911264148,0.0804102808425,17946
zot,0.0,0.0062,0.0,0.0125,0.9651,803
zov,0.0,0.0,0.0,0.0,0.9629,404
zow,0.0,0.0,0.0,0.00450406932931,0.972872494348,1327
uys,0.0043,0.0052,0.0078,0.0181,0.956,1160
iwa,0.0,0.0,0.0,0.0133,0.9663,980
fca,0.0,0.0,0.0,0.0,0.9904,415
rlt,0.0064,0.0,0.0,0.0191,0.9643,784
uyn,0.0,0.00242551957467,0.00340135331078,0.00966558724021,0.963289995167,2069
mry,0.0058,0.0058,0.0175,0.0082,0.9497,855
eha,0.00488454011742,0.0,0.0,0.0068782778865,0.969658317025,1022
axe,0.0,0.0066,0.0,0.0078,0.9734,1657
mre,0.0057,0.0,0.0,0.0153,0.9666,1047
dli,0.0,0.0,0.0,0.0,0.958,429
tke,0.00107426807595,0.00374060892339,0.000509054344776,0.0110271630343,0.971153760172,21382
tka,0.0,0.00221260744986,0.0,0.00748807582103,0.971127352876,4537
tko,0.0010423711125,0.00103882279274,0.0,0.0110595700271,0.972021456898,4791
nle,0.0,0.00345798816568,0.00148572485207,0.00690253944773,0.974846918146,4056
nli,0.0,0.0,0.0,0.0253,0.9418,395
tky,0.0,0.0087,0.0,0.0087,0.9687,575
ehy,0.0029929151409,0.00603891100143,0.0116066709123,0.0130441490209,0.955548256647,6281
ffy,0.00438035902111,0.00550135334128,0.0590400906902,0.0147794147208,0.903964710282,42783
ger,0.00530971672829,0.00384145153722,0.0326967188888,0.0142794848861,0.930501477299,1270088
fft,0.00380137544575,0.00459136525726,0.00177794192562,0.0137490320937,0.964887570046,3926
ssy,0.000848580456976,0.00398489547885,0.00311351968887,0.0247621390374,0.953247778318,20570
get,0.00147435515873,0.00322197420635,0.011036780754,0.0174974330357,0.950781312004,8064
gey,0.00328660567246,0.00456248856359,0.0437298261665,0.0152112168344,0.90761032022,5465
lug,0.00473519584445,0.00643012775516,0.00490430998175,0.0111273339885,0.961407342412,7123
geb,0.0,0.0,0.0093,0.0105,0.9662,857
ssi,0.00110409913528,0.0165742026178,0.00420472050276,0.0400638992581,0.923481184142,42326
dyk,0.0,0.0272,0.0,0.0123,0.9309,405
gen,0.00445537147584,0.00404142352494,0.0294661323138,0.0144305810808,0.933072038143,89454
cik,0.00125418537878,0.00252879334462,0.00124990061106,0.0108379371273,0.971898439226,13583
ayt,0.0,0.0,0.0215,0.0108,0.9462,836
uw,0.00172692175112,0.00239848328163,0.0,0.0127698379869,0.973114064116,2901
rms,0.00419479386224,0.00406305960712,0.0270001601889,0.0153099190625,0.936635523986,23722
lny,0.0,0.0,0.0,0.0073,0.979,1096
uto,0.00074402054292,0.0161723447413,0.00269781623581,0.0425748306072,0.920768128264,23171
rme,0.0293048778035,0.00623172080861,0.0207250930303,0.0169155888565,0.912614281404,9943
lne,0.0089,0.0132,0.0092,0.0185,0.9386,6055
ffe,0.00476484058182,0.0046393943809,0.0584246060076,0.0163244360263,0.901124848838,41181
uts,0.00526932989691,0.00801731958763,0.0194637628866,0.014959742268,0.934184278351,7760
uve,0.00389758812616,0.0058841119919,0.00505793557092,0.0212654579187,0.944167178276,5929
yth,0.0030426825311,0.00452365062196,0.0186896863169,0.018438404543,0.943841384532,18490
vka,0.0,0.0,0.0,0.0100195760599,0.977524750623,1604
jl,0.0,0.0,0.0,0.0232,0.9635,603
jh,0.0,0.9133,0.0,0.0,0.0133,450
tug,0.0,0.9077,0.0,0.0209,0.0331,574
uty,0.00891069837801,0.00557221615262,0.0286531893436,0.0188113454912,0.92320915203,11899
dky,0.0,0.0148736450584,0.0,0.0106263549416,0.964921360255,941
dke,0.00221017949348,0.00417998524711,0.00308197688714,0.0129112859602,0.965333685763,8134
hvi,0.0,0.9049,0.0,0.0146,0.0366,410
vre,0.00605996737104,0.0054266003729,0.0163833281541,0.0170232364823,0.942270773773,12872
pov,0.0,0.00358483045806,0.0,0.0029760856633,0.930981856038,1681
por,0.0,0.0,0.0,0.0,0.9806,568
pon,0.0,0.0,0.0133,0.0,0.9668,452
pol,0.0,0.0059,0.0,0.0178,0.9621,845
imp,0.00554584103512,0.00648059149723,0.00275425138632,0.0119775415896,0.960749861368,2164
tue,0.0,0.0,0.04,0.0182,0.9145,1099
zpe,0.0,0.0,0.0,0.9144,0.0814,958
yze,0.0064,0.0091,0.0412,0.0144,0.9123,1871
eyh,0.0,0.0133,0.0,0.02,0.9578,450
eip,0.0,0.00507950310559,0.0,0.0180968944099,0.962727950311,1771
eis,0.00214642430939,0.00729329502762,0.00772532375691,0.0183862541436,0.9418428,45250
eir,0.0039186015955,0.0045918442046,0.0566840403566,0.0189229985922,0.902542515251,21310
eit,0.00363265417899,0.00284952349655,0.00316760871947,0.0139066600942,0.964957530945,9129
hde,0.00110119863014,0.0043676981409,0.0,0.0146531922701,0.966854134051,8176
eib,0.0,0.00430829743099,0.0448337003351,0.0172533429073,0.919425355034,6267
eig,0.00200166473501,0.00609817722052,0.0102079443683,0.0171699504794,0.948688209883,9491
eif,0.00213768669101,0.00611624626618,0.0144440922668,0.0104712578825,0.951385811484,6026
eik,0.0,0.0,0.0106,0.0079,0.955,755
eim,0.00303481021689,0.00458769263699,0.00632988013699,0.0128547695491,0.962200749144,28032
ein,0.00163515216194,0.00822939072111,0.00706027810291,0.0160258445791,0.951739750585,348576
ivy,0.0107,0.0,0.0,0.0,0.974,655
cea,0.0014536769922,0.00266507448569,0.0120220619532,0.9102512099,0.0689464570032,12687
paw,0.0,0.0,0.0,0.0135,0.9613,594
pay,0.0,0.0,0.0113,0.0113,0.9752,443
uha,0.0,0.0133,0.0,0.0084,0.9639,830
pac,0.0,0.0,0.0,0.0,0.9874,477
lfe,0.0118713129258,0.00433866726003,0.0363729150111,0.0144380315119,0.920626177988,94377
pak,0.0,0.0,0.0,0.0126031134173,0.972099530516,4047
oio,0.0,0.00611707317073,0.0,0.0109597560976,0.965862682927,820
oin,0.00501946184877,0.00287171058278,0.0608105827826,0.0114993777358,0.904054244271,23302
oil,0.00393487463367,0.00262324975578,0.0169130576359,0.0182385867796,0.942354119179,3071
cek,0.000910884524745,0.0021670102121,0.000629712490181,0.0119715506677,0.969051635507,31825
oie,0.00327397418165,0.00425429921623,0.0168461675888,0.0122072671738,0.951119709544,17352
oia,0.0,0.0033640549273,0.000675121163166,0.0254366585891,0.955051803985,7428
sed,0.00373103022825,0.0,0.0,0.00429068476249,0.972224614436,1621
tiz,0.00478918054729,0.006784672442,0.00638557406306,0.923370391973,0.0541431323431,215168
yhe,0.0,0.0,0.0,0.0109,0.9847,459
cco,0.00211376311396,0.00348615963518,0.0030418051783,0.0310447182835,0.94615476588,40129
cci,0.000485422777225,0.00293540955954,0.00191143770692,0.0221800929015,0.958643990987,79439
uhr,0.00130968945463,0.00482703829694,0.00220783496104,0.0157990014265,0.966872808076,9113
cca,0.00103940644263,0.00945310200835,0.00138949095248,0.0587454066415,0.913308411215,20116
uhs,0.0,0.00474142433234,0.0,0.0148474777448,0.97389578635,1685
gda,0.0,0.0162,0.0,0.0173,0.9426,924
uid,0.0,0.0,0.0659,0.02,0.9002,501
ucs,0.0,0.0079,0.0,0.0237,0.9369,887
pez,0.00467818547418,0.010321417461,0.00604696891782,0.915458425369,0.0582889273995,628109
bov,0.0,0.0,0.0,0.0,0.9293,750
amm,0.00427242794745,0.00688001999754,0.0449847650289,0.0149801199853,0.916236965636,57007
mov,0.0,0.00344144144144,0.0,0.00344144144144,0.927202494802,1443
mou,0.0,0.0,0.0,0.017,0.9595,766
amp,0.00542027486276,0.00432266746337,0.0516979559572,0.0229283128556,0.901249739204,80331
tig,0.0017892745685,0.00502061015222,0.00930394242405,0.0169976307242,0.95710201898,15701
zlo,0.0,0.0136,0.0,0.0161,0.953,808
rpi,0.0,0.0,0.0,0.0081,0.9799,993
eze,0.00493218878249,0.00274658002736,0.0447392339261,0.0146187140903,0.920804404925,7310
eza,0.00253703485348,0.0100403728108,0.00325286977631,0.927099580371,0.0522981446159,57670
dda,0.0,0.0073,0.0,0.0456,0.9226,1227
uch,0.00393671246232,0.0215659795661,0.0338101194799,0.0162466827167,0.910305952109,100519
dde,0.0,0.0,0.0103387596899,0.00515555555556,0.970283204134,1548
cyn,0.0,0.0075,0.0,0.03,0.9489,666
mpi,0.0,0.0,0.0,0.0267885339418,0.963502852253,1753
of,0.00595749404239,0.00333461683181,0.0141883105481,0.0147375956353,0.945638511225,15946
oa,0.00308331391795,0.0184934516326,0.00657676382049,0.905353281392,0.0605345388173,173402
acs,0.00631217359458,0.00702842336568,0.0455203552463,0.0173329023988,0.906127375938,27305
ov,0.0,0.00126057846506,0.000344742268041,0.00714637457045,0.93619478236,17460
yap,0.0,0.9074,0.0,0.0,0.0278,432
yya,0.0,0.9083,0.0,0.0,0.0447,447
bba,0.0,0.0,0.0,0.0176148779103,0.967620783646,1761
orm,0.00963635348837,0.00523019534884,0.00760455813953,0.0165873302326,0.945230846512,10750
ehr,0.00095969807712,0.00606751255166,0.00153398340107,0.012120786229,0.967725796646,29279
log,0.0016499177361,0.0125046396841,0.00234461994077,0.0125,0.962148009214,3039
lok,0.0,0.0,0.00508121827411,0.0213355329949,0.958374111675,985
loi,0.0,0.0168,0.0067,0.019,0.9395,893
hey,0.00427001510309,0.00368788855326,0.0583251896667,0.0130745275895,0.907438387306,113884
hez,0.0048816457854,0.0100733522841,0.00498127120959,0.917877734979,0.0576599007453,442901
lom,0.00271666229795,0.00297842726081,0.0248076452599,0.0122479772827,0.940419335955,11445
ehe,0.0,0.0,0.0,0.0137863202545,0.964979639449,943
lov,0.0,0.0,0.0,0.00991628676471,0.941548529412,2720
hei,0.00722734939759,0.00358228915663,0.0,0.00540722891566,0.96328060241,1660
rju,0.0,0.0,0.0,0.0,0.9857,842
bby,0.0243387344943,0.00543065362595,0.0331316316794,0.0122797829198,0.909616185592,16768
rji,0.0,0.9366,0.0,0.0,0.0,426
ohl,0.00325322727415,0.00685115315824,0.00279424205341,0.0242158084659,0.951262600019,31869
ohm,0.00236407304486,0.00527165541882,0.00237790789996,0.0146080984518,0.961302481143,10076
oho,0.0,0.0,0.0145,0.0165,0.9458,2066
ohr,0.00357273771061,0.00478580812261,0.0045064751275,0.0145488451577,0.962936167259,37451
ohs,0.00182929515419,0.00182378854626,0.0,0.0131836270191,0.971378340675,2724
igs,0.011686972821,0.0,0.0215393626992,0.0,0.931623898782,2134
yoe,0.0,0.0,0.0,0.0256,0.9641,585
yoc,0.0,0.0201,0.0,0.0113,0.9523,797
yoa,0.0032,0.0055,0.0046,0.917,0.0634,2194
igg,0.00674677630687,0.00397541679845,0.0531354493291,0.0129095106854,0.906314946008,22133
ign,0.0,0.0,0.00400160320641,0.0220048096192,0.954880561122,2994
igl,0.0,0.0,0.0,0.00531030818278,0.980900956429,941
hms,0.00783877461707,0.00396074398249,0.00307159737418,0.00877943107221,0.960163107221,2285
mny,0.0,0.0,0.0,0.0126,0.9731,633
alm,0.00131732891832,0.00681890866446,0.0435147764901,0.0176572847682,0.917071240342,14496
sci,0.0,0.0,0.0,0.0363356227106,0.947188675214,3276
sch,0.00190340892026,0.00361117478649,0.00621715844189,0.0175455062031,0.958257213376,206429
oua,0.0,0.9331,0.0,0.0085,0.0121,9776
pta,0.00141026163778,0.900753754672,0.00315331294597,0.00403581379545,0.0414503227999,11772
alz,0.00233433336623,0.00525281752689,0.00205970591138,0.0196210204283,0.960034422185,10133
scu,0.0,0.0050945686901,0.0,0.0146647284345,0.9488685623,1565
alt,0.0188889089548,0.00528370699908,0.0405899792979,0.0118008809408,0.908298731445,22703
alu,0.0,0.0,0.0,0.0583,0.9198,823
alp,0.0,0.0,0.0,0.00432997590361,0.981224289157,2075
smo,0.0,0.0,0.0,0.0143,0.9654,491
tz,0.00278339051337,0.00417741093945,0.0111127378105,0.0155459858856,0.954870310756,1058353
tl,0.00129390018484,0.0,0.0059323844732,0.00831772643253,0.971711090573,5410
ti,0.00500067857467,0.0200503555838,0.00285420315564,0.0497274176226,0.905547329782,187157
rob,0.0,0.00329143258427,0.0,0.0187244382022,0.959754494382,2136
mpf,0.00252616563887,0.00531504812403,0.00132230418996,0.0116029047317,0.968007699844,17351
oug,0.0,0.0152,0.0,0.0,0.9571,396
mpe,0.00381666190068,0.00667393956725,0.00362576494138,0.0127913544943,0.959378905729,10491
ium,0.0,0.0,0.0,0.0,0.9858,423
ajo,0.0,0.0,0.0,0.9522,0.0327,1255
